epoch,lr,Train loss,Validation loss,Accuracy,IoU,Precision,Recall,Dice
0,0.01,0.5650569796562195,0.5107544660568237,0.9123344421386719,0.012970836833119392,0.19092777371406555,0.013725245371460915,0.025609496980905533
1,0.00999,0.4774068593978882,,,,,,
2,0.009980000000000001,0.40782400965690613,,,,,,
3,0.009970000000000001,0.3284097909927368,,,,,,
4,0.009960000000000002,0.25534138083457947,,,,,,
5,0.009950000000000002,0.19711504876613617,,,,,,
6,0.009940000000000003,0.15690848231315613,,,,,,
7,0.009930000000000003,0.14208032190799713,,,,,,
8,0.009920000000000003,0.1438773274421692,,,,,,
9,0.009910000000000004,0.1335059106349945,,,,,,
10,0.009900000000000004,0.12864509224891663,,,,,,
11,0.009890000000000005,0.13555561006069183,,,,,,
12,0.009880000000000005,0.13245069980621338,,,,,,
13,0.009870000000000006,0.13523975014686584,,,,,,
14,0.009860000000000006,0.13257792592048645,,,,,,
15,0.009850000000000006,0.13299281895160675,,,,,,
16,0.009840000000000007,0.12572529911994934,,,,,,
17,0.009830000000000007,0.12446817755699158,,,,,,
18,0.009820000000000006,0.12249619513750076,,,,,,
19,0.009810000000000006,0.12362081557512283,,,,,,
20,0.009800000000000007,0.14110766351222992,,,,,,
21,0.009790000000000007,0.12799808382987976,,,,,,
22,0.009780000000000007,0.12069405615329742,,,,,,
23,0.009770000000000008,0.12135529518127441,,,,,,
24,0.009760000000000008,0.12339562922716141,,,,,,
25,0.009750000000000009,0.12216851860284805,,,,,,
26,0.009740000000000009,0.11490170657634735,,,,,,
27,0.00973000000000001,0.11909666657447815,,,,,,
28,0.00972000000000001,0.11874628812074661,,,,,,
29,0.00971000000000001,0.12002329528331757,,,,,,
30,0.00970000000000001,0.12617488205432892,,,,,,
31,0.009690000000000011,0.12230697274208069,,,,,,
32,0.00968000000000001,0.11806158721446991,,,,,,
33,0.00967000000000001,0.12291878461837769,,,,,,
34,0.00966000000000001,0.11297660320997238,,,,,,
35,0.009650000000000011,0.11934950202703476,,,,,,
36,0.00964000000000001,0.11638569086790085,,,,,,
37,0.00963000000000001,0.11868315935134888,,,,,,
38,0.00962000000000001,0.11705665290355682,,,,,,
39,0.009610000000000011,0.11517277359962463,,,,,,
40,0.009600000000000011,0.11659637093544006,,,,,,
41,0.00959000000000001,0.11424578726291656,,,,,,
42,0.00958000000000001,0.11349508911371231,,,,,,
43,0.00957000000000001,0.11181235313415527,,,,,,
44,0.009560000000000011,0.1085512638092041,,,,,,
45,0.009550000000000012,0.10825926810503006,,,,,,
46,0.009540000000000012,0.10914591699838638,,,,,,
47,0.009530000000000012,0.10786581039428711,,,,,,
48,0.009520000000000013,0.11371880769729614,,,,,,
49,0.009510000000000013,0.10797415673732758,,,,,,
50,0.009500000000000014,0.11058196425437927,0.1057179644703865,0.9578704833984375,0.6186233758926392,0.7203373908996582,0.8141638040542603,0.7643821239471436
51,0.009490000000000012,0.10409677773714066,,,,,,
52,0.009480000000000013,0.10649962723255157,,,,,,
53,0.009470000000000013,0.10821472108364105,,,,,,
54,0.009460000000000014,0.10390840470790863,,,,,,
55,0.009450000000000014,0.10975910723209381,,,,,,
56,0.009440000000000014,0.10374225676059723,,,,,,
57,0.009430000000000013,0.10234144330024719,,,,,,
58,0.009420000000000013,0.10824017971754074,,,,,,
59,0.009410000000000014,0.1067485585808754,,,,,,
60,0.009400000000000013,0.11057845503091812,,,,,,
61,0.009390000000000013,0.10323159396648407,,,,,,
62,0.009380000000000012,0.10272498428821564,,,,,,
63,0.009370000000000014,0.10721961408853531,,,,,,
64,0.009360000000000012,0.11014918982982635,,,,,,
65,0.009350000000000013,0.100396528840065,,,,,,
66,0.009340000000000011,0.1084778904914856,,,,,,
67,0.009330000000000012,0.10880398005247116,,,,,,
68,0.00932000000000001,0.11034904420375824,,,,,,
69,0.009310000000000013,0.1015620082616806,,,,,,
70,0.009300000000000011,0.10357923805713654,,,,,,
71,0.009290000000000012,0.10944576561450958,,,,,,
72,0.009280000000000012,0.1067606657743454,,,,,,
73,0.009270000000000013,0.10166411101818085,,,,,,
74,0.009260000000000013,0.0990157499909401,,,,,,
75,0.009250000000000013,0.1047571450471878,,,,,,
76,0.009240000000000014,0.10435871034860611,,,,,,
77,0.009230000000000014,0.10514754056930542,,,,,,
78,0.009220000000000015,0.1042504608631134,,,,,,
79,0.009210000000000015,0.10721443593502045,,,,,,
80,0.009200000000000015,0.10528284311294556,,,,,,
81,0.009190000000000014,0.10098990052938461,,,,,,
82,0.009180000000000015,0.1091790422797203,,,,,,
83,0.009170000000000015,0.09988559037446976,,,,,,
84,0.009160000000000015,0.103513702750206,,,,,,
85,0.009150000000000016,0.1002415120601654,,,,,,
86,0.009140000000000016,0.10011914372444153,,,,,,
87,0.009130000000000017,0.10239073634147644,,,,,,
88,0.009120000000000017,0.10077923536300659,,,,,,
89,0.009110000000000017,0.0991295874118805,,,,,,
90,0.009100000000000018,0.10784810781478882,,,,,,
91,0.009090000000000018,0.09988635778427124,,,,,,
92,0.009080000000000019,0.09994658827781677,,,,,,
93,0.009070000000000019,0.09947056323289871,,,,,,
94,0.00906000000000002,0.10343574732542038,,,,,,
95,0.00905000000000002,0.099521204829216,,,,,,
96,0.00904000000000002,0.09876376390457153,,,,,,
97,0.00903000000000002,0.10431269556283951,,,,,,
98,0.009020000000000021,0.0988091230392456,,,,,,
99,0.009010000000000021,0.09856872260570526,,,,,,
100,0.009000000000000022,0.10346455872058868,0.09860293567180634,0.9614639282226562,0.603637158870697,0.8153777122497559,0.6992035508155823,0.7528350949287415
101,0.008990000000000022,0.09926747530698776,,,,,,
102,0.008980000000000021,0.09764927625656128,,,,,,
103,0.008970000000000021,0.09896311163902283,,,,,,
104,0.008960000000000022,0.10519198328256607,,,,,,
105,0.008950000000000022,0.09880605340003967,,,,,,
106,0.00894000000000002,0.10369506478309631,,,,,,
107,0.008930000000000021,0.09996671974658966,,,,,,
108,0.008920000000000022,0.09830227494239807,,,,,,
109,0.008910000000000022,0.10656613111495972,,,,,,
110,0.008900000000000022,0.09803406149148941,,,,,,
111,0.008890000000000023,0.09786787629127502,,,,,,
112,0.008880000000000023,0.09720905125141144,,,,,,
113,0.008870000000000024,0.10003197193145752,,,,,,
114,0.008860000000000024,0.10735344886779785,,,,,,
115,0.008850000000000025,0.09907187521457672,,,,,,
