epoch,lr,Train loss,Validation loss,Accuracy,IoU,Precision,Recall,Dice
0,0.01,0.4565795958042145,1.624561071395874,0.7267204523086548,0.002179154194891453,0.9911504983901978,0.0021791772451251745,0.004347997717559338
1,0.00999,0.36934030055999756,,,,,,
2,0.009980000000000001,0.321570485830307,,,,,,
3,0.009970000000000001,0.2787085175514221,,,,,,
4,0.009960000000000002,0.2731196880340576,,,,,,
5,0.009950000000000002,0.25521528720855713,,,,,,
6,0.009940000000000003,0.23898926377296448,,,,,,
7,0.009930000000000003,0.22285035252571106,,,,,,
8,0.009920000000000003,0.2148316353559494,,,,,,
9,0.009910000000000004,0.21656398475170135,,,,,,
10,0.009900000000000004,0.21198613941669464,,,,,,
11,0.009890000000000005,0.20930790901184082,,,,,,
12,0.009880000000000005,0.20902366936206818,,,,,,
13,0.009870000000000006,0.20402586460113525,,,,,,
14,0.009860000000000006,0.20687273144721985,,,,,,
15,0.009850000000000006,0.21777987480163574,,,,,,
16,0.009840000000000007,0.214321568608284,,,,,,
17,0.009830000000000007,0.2297607958316803,,,,,,
18,0.009820000000000006,0.25772422552108765,,,,,,
19,0.009810000000000006,0.22090907394886017,,,,,,
20,0.009800000000000007,0.20445148646831512,,,,,,
21,0.009790000000000007,0.2064756453037262,,,,,,
22,0.009780000000000007,0.1898144781589508,,,,,,
23,0.009770000000000008,0.20511169731616974,,,,,,
24,0.009760000000000008,0.19137024879455566,,,,,,
25,0.009750000000000009,0.19155746698379517,,,,,,
26,0.009740000000000009,0.18443180620670319,,,,,,
27,0.00973000000000001,0.17877599596977234,,,,,,
28,0.00972000000000001,0.19207213819026947,,,,,,
29,0.00971000000000001,0.17687544226646423,,,,,,
30,0.00970000000000001,0.17246688902378082,,,,,,
31,0.009690000000000011,0.179491326212883,,,,,,
32,0.00968000000000001,0.17243751883506775,,,,,,
33,0.00967000000000001,0.17137637734413147,,,,,,
34,0.00966000000000001,0.17758339643478394,,,,,,
35,0.009650000000000011,0.1710841953754425,,,,,,
36,0.00964000000000001,0.1715792417526245,,,,,,
37,0.00963000000000001,0.16822600364685059,,,,,,
38,0.00962000000000001,0.16084077954292297,,,,,,
39,0.009610000000000011,0.16223099827766418,,,,,,
40,0.009600000000000011,0.1696937531232834,,,,,,
41,0.00959000000000001,0.1674843728542328,,,,,,
42,0.00958000000000001,0.16242250800132751,,,,,,
43,0.00957000000000001,0.1707324981689453,,,,,,
44,0.009560000000000011,0.16939014196395874,,,,,,
45,0.009550000000000012,0.1703198403120041,,,,,,
46,0.009540000000000012,0.18481357395648956,,,,,,
47,0.009530000000000012,0.16636666655540466,,,,,,
48,0.009520000000000013,0.17308832705020905,,,,,,
49,0.009510000000000013,0.16689249873161316,,,,,,
50,0.009500000000000014,0.1637037992477417,0.22543230652809143,0.9018058776855469,0.730941653251648,0.7784345149993896,0.9230451583862305,0.840593159198761
51,0.009490000000000012,0.16301149129867554,,,,,,
52,0.009480000000000013,0.1536632925271988,,,,,,
53,0.009470000000000013,0.16966603696346283,,,,,,
54,0.009460000000000014,0.1630314290523529,,,,,,
55,0.009450000000000014,0.17219729721546173,,,,,,
56,0.009440000000000014,0.15815337002277374,,,,,,
57,0.009430000000000013,0.15263117849826813,,,,,,
58,0.009420000000000013,0.15247640013694763,,,,,,
59,0.009410000000000014,0.1547555774450302,,,,,,
60,0.009400000000000013,0.15597042441368103,,,,,,
61,0.009390000000000013,0.1522514820098877,,,,,,
62,0.009380000000000012,0.14982153475284576,,,,,,
63,0.009370000000000014,0.15123270452022552,,,,,,
64,0.009360000000000012,0.15585896372795105,,,,,,
65,0.009350000000000013,0.15676769614219666,,,,,,
