epoch,lr,Train loss,Validation loss,Accuracy,IoU,Precision,Recall,Dice
0,0.01,0.5559730529785156,0.4615735709667206,0.8779760003089905,0.0,0.0,0.0,0.0
1,0.00999,0.48196879029273987,,,,,,
2,0.009980000000000001,0.400287002325058,,,,,,
3,0.009970000000000001,0.3416433334350586,,,,,,
4,0.009960000000000002,0.3082677721977234,,,,,,
5,0.009950000000000002,0.25529220700263977,,,,,,
6,0.009940000000000003,0.209105983376503,,,,,,
7,0.009930000000000003,0.21526247262954712,,,,,,
8,0.009920000000000003,0.21207588911056519,,,,,,
9,0.009910000000000004,0.20243380963802338,,,,,,
10,0.009900000000000004,0.19542984664440155,,,,,,
11,0.009890000000000005,0.18147853016853333,,,,,,
12,0.009880000000000005,0.18601959943771362,,,,,,
13,0.009870000000000006,0.17849516868591309,,,,,,
14,0.009860000000000006,0.17496652901172638,,,,,,
15,0.009850000000000006,0.1691690981388092,,,,,,
16,0.009840000000000007,0.16754348576068878,,,,,,
17,0.009830000000000007,0.16141243278980255,,,,,,
18,0.009820000000000006,0.16120849549770355,,,,,,
19,0.009810000000000006,0.16517984867095947,,,,,,
20,0.009800000000000007,0.1765359789133072,,,,,,
21,0.009790000000000007,0.15977144241333008,,,,,,
22,0.009780000000000007,0.16206765174865723,,,,,,
23,0.009770000000000008,0.15876388549804688,,,,,,
24,0.009760000000000008,0.15913128852844238,,,,,,
25,0.009750000000000009,0.1564853936433792,,,,,,
26,0.009740000000000009,0.15526053309440613,,,,,,
27,0.00973000000000001,0.15583491325378418,,,,,,
28,0.00972000000000001,0.15758049488067627,,,,,,
29,0.00971000000000001,0.15674223005771637,,,,,,
30,0.00970000000000001,0.1542702615261078,,,,,,
31,0.009690000000000011,0.1551220864057541,,,,,,
32,0.00968000000000001,0.15038980543613434,,,,,,
33,0.00967000000000001,0.15396270155906677,,,,,,
34,0.00966000000000001,0.14996486902236938,,,,,,
35,0.009650000000000011,0.15485773980617523,,,,,,
36,0.00964000000000001,0.15291494131088257,,,,,,
37,0.00963000000000001,0.15370501577854156,,,,,,
38,0.00962000000000001,0.15196628868579865,,,,,,
39,0.009610000000000011,0.14932748675346375,,,,,,
40,0.009600000000000011,0.1542695313692093,,,,,,
41,0.00959000000000001,0.14730499684810638,,,,,,
42,0.00958000000000001,0.14871037006378174,,,,,,
43,0.00957000000000001,0.14671854674816132,,,,,,
44,0.009560000000000011,0.14571474492549896,,,,,,
45,0.009550000000000012,0.1462673395872116,,,,,,
46,0.009540000000000012,0.14643287658691406,,,,,,
47,0.009530000000000012,0.16799414157867432,,,,,,
48,0.009520000000000013,0.15730707347393036,,,,,,
49,0.009510000000000013,0.15734772384166718,,,,,,
50,0.009500000000000014,0.15550637245178223,0.2126585990190506,0.9228858351707458,0.42853620648384094,0.8174068331718445,0.47390127182006836,0.5999654531478882
51,0.009490000000000012,0.14848968386650085,,,,,,
52,0.009480000000000013,0.1510964334011078,,,,,,
53,0.009470000000000013,0.14785288274288177,,,,,,
54,0.009460000000000014,0.150429829955101,,,,,,
55,0.009450000000000014,0.14682649075984955,,,,,,
56,0.009440000000000014,0.14312568306922913,,,,,,
57,0.009430000000000013,0.14274823665618896,,,,,,
58,0.009420000000000013,0.14600816369056702,,,,,,
59,0.009410000000000014,0.1406964659690857,,,,,,
60,0.009400000000000013,0.14491668343544006,,,,,,
61,0.009390000000000013,0.14245373010635376,,,,,,
62,0.009380000000000012,0.14141695201396942,,,,,,
63,0.009370000000000014,0.14646349847316742,,,,,,
64,0.009360000000000012,0.14253076910972595,,,,,,
65,0.009350000000000013,0.14267867803573608,,,,,,
66,0.009340000000000011,0.14633208513259888,,,,,,
67,0.009330000000000012,0.1435801088809967,,,,,,
68,0.00932000000000001,0.13880592584609985,,,,,,
69,0.009310000000000013,0.1409374475479126,,,,,,
70,0.009300000000000011,0.13953158259391785,,,,,,
71,0.009290000000000012,0.14435498416423798,,,,,,
72,0.009280000000000012,0.13911093771457672,,,,,,
73,0.009270000000000013,0.13832879066467285,,,,,,
74,0.009260000000000013,0.1369568407535553,,,,,,
75,0.009250000000000013,0.14138470590114594,,,,,,
76,0.009240000000000014,0.1439308077096939,,,,,,
77,0.009230000000000014,0.13877809047698975,,,,,,
78,0.009220000000000015,0.14424113929271698,,,,,,
79,0.009210000000000015,0.1410018354654312,,,,,,
80,0.009200000000000015,0.14140008389949799,,,,,,
81,0.009190000000000014,0.14110830426216125,,,,,,
82,0.009180000000000015,0.1415477693080902,,,,,,
